tconst,averagerating,numvotes
tt7396412,7.6,1411
tt7397098,5,4715
tt7398642,6,1203
tt7399138,3,10301
tt7399470,7.2,11371
tt7400974,6.1,3017
tt7400998,4.9,2170
tt7401524,8.1,1235
tt7401588,7.3,134348
tt7401840,5.1,1432
tt7402108,5.9,1050
tt7403614,4.8,1601
tt7403736,6,16050
tt7404870,7.6,2750
tt7405458,7.5,206154
tt7406320,8,2853
tt7406334,7.4,6680
tt7411098,7.3,1947
tt7411112,4.3,1251
tt7412482,6.6,8479
tt7412738,5.3,1846
tt7413448,6.8,7086
tt7413600,5.5,2477
tt7414406,7.6,16284
tt7414954,6.8,2975
tt7415066,5.7,1223
tt7415686,9.3,1690
tt7418206,6.6,1726
tt7418578,8.1,2204
tt7419466,8,1003
tt7419468,6.5,1282
tt7420342,5.4,11478
tt7420532,5.9,1171
tt7421814,7.3,4255
tt7422638,4,1312
tt7422790,2.6,1037
tt7422822,6.4,6356
tt7423322,6.8,4430
tt7423538,7.2,78588
tt7424200,6.7,23496
tt7424290,4.9,1015
tt7500618,4.9,1654
tt7502234,7.2,2036
tt7502322,6.4,2412
tt7504726,6.7,63581
tt7504818,7.1,44873
tt7505170,4.2,1236
tt7507924,3.5,1230
tt7508630,5.3,1209
tt7509270,6.3,1427
tt7510222,6.2,75658
tt7510346,3.9,17402
tt7510798,5.7,4128
tt7511008,4.7,2590
tt7512276,6.4,1043
tt7512492,3.7,2937
tt7512574,5.5,1125
tt7512624,5.6,5122
tt7513452,6.9,1153
tt7514746,6.9,1790
tt7515456,5.9,5821
tt7516778,6.1,3691
tt7518466,7.1,6821
tt7518786,7.5,42642
tt7519174,7.3,2881
tt7520274,6.2,1731
tt7520568,5.2,2212
tt7520794,7.7,115440
tt7521040,7.8,1555
tt7521214,5.4,5572
tt7521578,6.5,3350
tt7521778,8,9395
tt7521882,8.1,2822
tt7521898,8.1,4022
tt7521990,5.6,1545
tt7523010,7.5,3067
tt7523180,6.8,1723
tt7524382,7.6,6248
tt7524414,7.1,5079
tt7524444,4.1,2580
tt7525514,7.3,1631
tt7525778,5.6,23651
tt7526338,5.2,2522
tt7526414,7.4,1283
tt7526498,7.6,7465
tt7527082,7.7,1474
tt7527538,5.5,1248
tt7527682,5.4,8180
tt7527694,5.4,1387
tt7527912,5.5,2731
tt7528992,7.2,4426
tt7529298,6.8,17335
tt7529650,6.1,1086
tt7529770,7.1,21017
tt7530340,6.8,1128
tt7530986,6.8,4248
tt7531040,7.2,1309
tt7531096,5.2,2576
tt7531138,6.7,4058
tt7531644,7.6,1019
tt7531860,6.9,1858
tt7531990,4.8,2114
tt7533152,7.6,51166
tt7533846,5.9,6565
tt7533878,5.6,3031
tt7533956,5.3,1062
tt7534054,6.8,4482
tt7534068,6.2,4360
tt7534096,6,1266
tt7534102,7.5,2933
tt7534150,5.9,2336
tt7534314,7.6,2134
tt7535666,3.5,4016
tt7535756,7.1,2446
tt7535792,6,8477
tt7535868,1.6,7118
tt7535964,6,3124
tt7535994,7.3,3748
tt7537738,5.2,3109
tt7600704,5,2862
tt7600706,6,1925
tt7600716,5.9,1490
tt7600742,7.6,1647
tt7601480,6.3,14745
tt7604446,7.4,2699
tt7604948,6.2,2915
tt7605066,6,1069
tt7605074,5.9,39047
tt7605144,4.6,1245
tt7605396,7.4,7148
tt7605494,8.2,1504
tt7605922,7.1,8238
tt7607940,2.1,3078
tt7608028,3.3,39306
tt7608238,7,6430
tt7608248,7.9,18265
tt7608418,5.8,23449
tt7608534,5.7,14453
tt7609114,4.4,1524
tt7609180,6.6,1202
tt7610008,7.6,1398
tt7610196,5.6,4078
tt7611352,5.3,2070
tt7612032,4.1,1926
tt7612548,6.6,9966
tt7615052,4.5,8940
tt7615302,6.4,15508
tt7615722,3.7,1620
tt7616148,6.6,16155
tt7616668,6.5,3238
tt7616798,6.7,22420
tt7617988,7.4,1014
tt7618184,7.2,22366
tt7618604,6.7,2812
tt7619858,7.6,5196
tt7620554,1.7,1204
tt7620568,7,1234
tt7621364,7.8,21804
tt7621886,6.5,2035
tt7684228,7.9,1676
tt7684260,7.5,1869
tt7686456,6.6,2771
tt7686464,7.3,14140
tt7688990,7,4179
tt7689052,4.2,2577
tt7689310,6.6,2924
tt7689460,5.5,3963
tt7689906,6.1,2898
tt7689910,7.8,1428
tt7689924,7.3,1530
tt7689936,7.1,1921
tt7689958,8,3014
tt7689964,7.6,15570
tt7689966,7.9,10148
tt7690016,6,4585
tt7690588,9.3,1530
tt7690638,7.3,6385
tt7690670,5.3,8022
tt7690762,5.2,1334
tt7691572,7.5,8088
tt7691766,6.8,1566
tt7692434,5.8,2697
tt7692814,5.3,1259
tt7692822,5,3623
tt7692966,6.6,2481
tt7693316,6.6,32190
tt7694276,6.5,1236
tt7694738,5,1172
tt7695916,7.1,10472
tt7696976,6.2,1712
tt7697062,7.7,2111
tt7697712,6.1,1583
tt7698468,6.7,9912
tt7720922,5.9,6458
tt7721046,7.5,3100
tt7721800,4.7,33612
tt7721946,3.6,16063
tt7722258,5.1,3817
tt7725384,6.7,1248
tt7725422,7.4,4144
tt7725538,7.1,3278
tt7725596,7.9,40501
tt7725626,7.1,15120
tt7728344,5.5,1659
tt7730102,5.4,1586
tt7730928,6.1,1392
tt7731512,6.1,1506
tt7734218,6.2,54220
tt7735502,6.6,2010
tt7736478,7.1,14342
tt7736496,6.4,22112
tt7736544,7.6,8227
tt7736558,8,5726
tt7736572,7.1,5170
tt7737224,6.6,8560
tt7737528,6.3,76259
tt7737640,5.8,8322
tt7737734,5.3,6194
tt7737786,6.4,161001
tt7737800,6.6,72244
tt7738048,6.4,2880
tt7738330,6.7,8141
tt7738450,7,20576
tt7738594,6.7,1056
tt7738784,8.7,18735
tt7738930,5.9,1703
tt7740496,7,181022
tt7740510,5.9,49181
tt7741824,6.5,5031
tt7741830,6.7,1510
tt7742120,8.1,2381
tt7743400,6.9,1453
tt7765120,6.1,1247
tt7765404,8.3,23423
tt7765778,3.9,3482
tt7765890,8.1,1332
tt7765910,7.3,10534
tt7766092,7.4,1375
tt7766104,7.9,2682
tt7766378,5.9,82013
tt7766886,6.6,2713
tt7767336,6.6,1194
tt7767422,8.2,392869
tt7767866,5.9,1504
tt7768166,7.2,1701
tt7768192,7.1,13489
tt7768286,6.8,1712
tt7768346,5.3,1587
tt7768720,5.4,1195
tt7768846,6.1,1206
tt7768848,8.1,38142
tt7769346,5.4,1881
tt7770192,5.8,1881
tt7771454,3.1,1334
tt7772580,6.2,53217
tt7772582,7.4,29510
tt7772588,8.1,83964
tt7772602,7.5,16579
tt7773210,6.7,1722
tt7773340,4,1333
tt7775622,8.1,85669
tt7775720,7.4,9394
tt7776244,7.8,1159
tt7776430,6.4,1746
tt7316998,7.8,1164
tt7317310,6.3,1330
tt7317324,5.1,1004
tt7317482,6.2,2605
tt7318202,7.3,21008
tt7319312,7.1,1303
tt7319486,3.6,1364
tt7319496,6.5,3566
tt7319822,5.4,2438
tt7320300,7.4,4376
tt7320482,5.2,4546
tt7320560,8.2,5883
tt7321274,6.9,1014
tt7321356,5.7,1543
tt7322210,7.1,3446
tt7322224,7.2,212664
tt7322816,6.4,1621
tt7322850,6.3,2627
tt7323600,5.8,8295
tt7326320,5.9,1570
tt7326322,7.6,4907
tt7328154,5.7,5030
tt7329602,6.5,1904
tt7329642,4.5,3097
tt7329656,5,33409
tt7329810,7.1,2352
tt7329858,6.6,7865
tt7330392,4.9,1173
tt7356382,6.1,2053
tt7356432,7.1,2202
tt7357302,7.6,7355
tt7357672,8.3,3053
tt7357906,3.2,1341
tt7358598,7.7,1135
tt7358936,4.7,3336
tt7359702,8.7,1052
tt7362036,7.8,8991
tt7439220,5.1,1709
tt7439748,5.6,1384
tt7440124,3.6,1805
tt7440274,8.2,2082
tt7440366,6.6,2050
tt7440432,7.6,5667
tt7440726,7.6,79081
tt7440732,7.9,3892
tt7440948,6.6,3475
tt7441032,5.1,2634
tt7441658,8.2,46996
tt7441984,7.3,10516
tt7442274,5.8,8815
tt7444400,6.2,1915
tt7448180,5.9,9803
tt7476116,6.9,13024
tt7476236,8,10997
tt7476438,4.7,3752
tt7476524,4,2921
tt7476810,6.7,1901
tt7476946,6.2,1200
tt7477068,6.5,2273
tt7477310,7,9166
tt7478160,6.2,1072
tt7478314,6.2,1862
tt7479718,7.3,1066
tt7479784,7.3,3976
tt7479902,7.8,1640
tt7482212,6.9,2299
tt7483340,5.3,1211
tt7484994,7,2045
tt7485048,7.9,41761
tt7485508,7.1,3835
tt7485602,4.6,1153
tt7488036,6.2,1049
tt7488208,6.3,26736
tt7489816,6.8,18505
tt7490256,4.9,1477
tt7491144,7,3858
tt7491982,7.1,27758
tt7492014,5.4,1300
tt7492256,7.8,1242
tt7492998,6.3,1503
tt7493370,6,6438
tt7493974,8,168029
tt7538958,6.2,1698
tt7539608,6,1143
tt7541106,5.8,16846
tt7541200,6.9,1288
tt7541708,7.3,1111
tt7541720,3.2,9595
tt7542576,6.2,3391
tt7543784,6.1,1141
tt7543908,4.9,1406
tt7543930,7.2,2911
tt7544820,7.7,2131
tt7545266,4.7,16132
tt7545524,6.7,25408
tt7545566,6.8,5177
tt7546096,6.6,1393
tt7546362,7.5,2234
tt7546486,2.2,4121
tt7546978,6.4,1830
tt7547410,6.1,38872
tt7547518,7.5,2989
tt7548570,7.4,1700
tt7548732,3.5,1834
tt7549484,4.3,1423
tt7549618,4.8,1269
tt7549864,6.2,2009
tt7549892,6.5,29508
tt7549996,6.8,58018
tt7550000,6,103045
tt7550014,6.2,38328
tt7550774,7.9,9771
tt7550952,5.4,1190
tt7551216,6.5,2942
tt7552590,8,1517
tt7552686,6.8,8332
tt7552936,5.4,1324
tt7554866,8.4,3168
tt7555072,6.3,2494
tt7555294,6.2,8848
tt7555774,6.9,2444
tt7556122,6.7,208493
tt7557024,7.1,1694
tt7557108,6.6,55010
tt7557336,8.4,1173
tt7557728,6.5,2079
tt7558302,5.5,7645
tt7558696,6.4,1847
tt7580570,8.2,2199
tt7580994,3.8,1909
tt7581552,7.7,4985
tt7581572,8.1,5599
tt7581902,7.1,26986
tt7582346,7.1,1063
tt7582508,7.1,1533
tt7582962,4.8,1412
tt7583280,7.3,1396
tt7584702,5,4240
tt7585270,6.6,1764
tt7587282,6.3,1169
tt7587362,7.2,6716
tt7587604,4.8,2784
tt7587876,6.8,7041
tt7587890,8,119618
tt7587984,5,2171
tt7588054,6.4,15087
tt7588160,4.5,2495
tt7588752,3.8,3143
tt7588790,6.1,7085
tt7588798,6.6,2558
tt7588822,3.8,2101
tt7589524,6.3,15027
tt7589670,6.4,4405
tt7590074,6.7,2608
tt7591430,7.5,1781
tt7594384,6.2,1290
tt7594584,5,2680
tt7596008,7.2,5127
tt7596680,4.5,1567
tt7597486,5.7,1217
tt7598076,5.4,4833
tt7598106,6.4,2150
tt7598448,7.4,17172
tt7598968,6.5,2862
tt7599132,7.1,2335
tt7599146,7.6,135357
tt7599942,7.1,10948
tt7600382,7,5165
tt7622902,8.4,6180
tt7624520,8.2,1325
tt7624840,3.8,2441
tt7624934,5.5,2424
tt7628458,7,4142
tt7630836,6.5,2229
tt7631058,6.9,435979
tt7631146,7.9,12443
tt7631348,3.9,1931
tt7631568,6.3,1520
tt7632118,6,1734
tt7632930,6.3,1617
tt7634968,5.4,34536
tt7636244,5.4,1187
tt7636728,7.2,1682
tt7637350,6.8,1711
tt7638344,4.7,12757
tt7638348,6.8,88735
tt7638556,8.5,4628
tt7639280,8,4198
tt7639372,4.3,8802
tt7639528,6.4,1312
tt7640198,6.9,1361
tt7640594,8.5,1680
tt7642500,3.6,4431
tt7642542,6.3,2203
tt7642558,5.9,1626
tt7642818,7.6,28447
tt7642878,3.7,2802
tt7643644,6.5,2198
tt7644680,7.9,2144
tt7645102,2.9,1811
tt7645122,6.6,19523
tt7645192,6.9,15231
tt7645334,5.9,4343
tt7645780,5.8,7178
tt7646322,4.3,6416
tt7647000,6.7,2486
tt7647010,6.4,2196
tt7647198,7.2,1222
tt7647840,5.7,1219
tt7648416,6.1,1203
tt7649320,6.5,1865
tt7649694,8,17785
tt7651452,9.1,1282
tt7651892,8.7,8584
tt7653254,7.9,368941
tt7653274,8.1,8120
tt7654082,6.2,2284
tt7654872,5.5,2032
tt7654890,6.1,1018
tt7657428,5.2,1263
tt7657462,7.1,3107
tt7657566,6.3,207974
tt7657580,6.8,1808
tt7658384,6.1,1382
tt7658402,8.4,42672
tt7658610,5.3,1722
tt7660450,5.8,1222
tt7660730,7.5,6059
tt7660850,8.8,346044
tt7660970,7.6,19013
tt7661046,7.3,11700
tt7661384,7.4,9047
tt7661390,8,52352
tt7661396,6.1,1257
tt7661932,6.7,1998
tt7662364,7.3,1757
tt7662752,6.4,3495
tt7700730,7.6,20730
tt7701808,3.9,3473
tt7703440,6.4,2037
tt7703924,4.4,3702
tt7704512,6.8,1285
tt7704636,7.7,1196
tt7704762,6.6,1951
tt7705790,7.2,4082
tt7706168,6.6,1220
tt7707314,5.7,1598
tt7710160,2.5,1558
tt7710170,8.1,1455
tt7710588,6.8,1271
tt7711170,6.2,35272
tt7711342,4.3,3952
tt7712594,6.2,3322
tt7712598,6.8,7348
tt7712606,7.3,1938
tt7712706,6.6,3235
tt7713068,6.1,280478
tt7713450,7.6,4262
tt7713810,4.6,1009
tt7714136,6.9,2560
tt7714138,5.7,1484
tt7714770,6.9,1068
tt7715070,5.4,3758
tt7715202,6.7,23672
tt7715270,6.3,1405
tt7715988,7.6,1257
tt7716120,6,3860
tt7717440,7.3,1764
tt7718088,7.1,18708
tt7718100,5.3,2597
tt7718110,6.9,9692
tt7718114,6.6,1438
tt7719976,7.5,1475
tt7720142,4.7,4025
tt7720790,7.1,7835
tt7745068,7.3,15154
tt7745956,8.1,21812
tt7746986,7.6,1049
tt7748226,4.5,1759
tt7748244,7.6,34410
tt7748426,6.1,8501
tt7748432,4.8,2173
tt7749142,5.2,3597
tt7749176,6.7,1113
tt7752034,8.3,7763
tt7752126,6.1,119549
tt7752454,6.1,3611
tt7752858,7.3,1111
tt7754540,3.4,2369
tt7755494,7,1352
tt7755856,6.2,4109
tt7756492,6.6,2560
tt7756494,4.6,1070
tt7757688,6.8,1635
tt7758160,7.8,12755
tt7759130,5.2,3901
tt7759320,6.9,1131
tt7759362,6.4,3038
tt7760890,5.5,1276
tt7761014,5.7,1051
tt7761590,7.5,2082
tt7762954,4.9,1037
tt7762982,7.4,1703
tt7763020,6.4,2332
tt7763662,7.2,4225
tt7764650,4.2,2880
tt7786486,7.7,2157
tt7787524,4.8,2557
tt7790776,7.9,2777
tt7791188,6.6,1307
tt7794052,8.5,2021
tt7794524,6.7,9163
tt7795226,8.9,1150
tt7797658,7.6,6438
tt7798604,6.1,36537
tt7798634,6.8,229214
tt7798644,6.1,3191
tt7798646,6.1,6596
tt7798844,6.5,1069
tt7799386,6.8,1808
tt7801780,7,8177
tt7801964,7.6,12174
tt7802246,6.5,1304
tt7804132,7.6,3818
tt7805960,5.3,20852
tt7806430,5,1015
tt7806456,7.5,1844
tt7807026,6.1,6069
tt7808072,8.5,1010
tt7808344,7.7,3577
tt7363076,7.4,23487
tt7363104,7.1,22718
tt7363336,7.4,3362
tt7364522,5.9,1274
tt7364566,7.2,2310
tt7365604,6.2,5873
tt7366338,9.3,1010299
tt7367960,7.1,7466
tt7368186,5.5,1041
tt7369550,3.9,2117
tt7369722,4.3,1964
tt7369770,5.4,1093
tt7369974,7.1,1754
tt7370936,6.4,3922
tt7370952,6.1,1099
tt7371666,6.7,4430
tt7371868,7.2,7939
tt7371896,6.6,4260
tt7372728,4.8,2007
tt7372916,6.7,4512
tt7373264,7.7,1211
tt7374240,7.5,2739
tt7374926,6.3,9791
tt7374948,6.7,66077
tt7374952,5.4,1735
tt7375304,3,1545
tt7375404,8,21286
tt7375466,5.6,8217
tt7377132,6.5,2390
tt7378922,8,15157
tt7450814,9.1,18604
tt7451284,5.6,23943
tt7453044,5.6,2528
tt7453138,4.5,1159
tt7453418,5.6,4295
tt7453996,7.6,6305
tt7455076,6.5,2778
tt7455754,7.8,22539
tt7456310,6.7,106416
tt7456312,4.4,17317
tt7456468,7.2,1099
tt7456534,5.8,2532
tt7456722,7.2,56128
tt7458762,6.9,23941
tt7458920,7.8,1129
tt7459182,5.3,1804
tt7459986,6.9,12027
tt7460806,5.8,8175
tt7461200,5.7,5182
tt7461272,6.5,7215
tt7461300,6,1036
tt7461372,3.3,5013
tt7461686,6.6,14610
tt7462410,7.2,162750
tt7463730,5.6,2493
tt7464074,7.5,1470
tt7464158,7.5,1627
tt7464188,6.1,15443
tt7465992,8.4,16403
tt7466442,7,23951
tt7466810,8.7,46851
tt7467448,7,1562
tt7468056,7.2,16214
tt7468616,5.7,5482
tt7468900,6.7,4664
tt7469726,7.5,19643
tt7469828,5.7,7840
tt7470414,4.4,3767
tt7471004,6.7,2985
tt7472352,7.3,5964
tt7472896,8.7,46010
tt7473716,4.2,2690
tt7473890,6.2,4743
tt7474942,7.8,2118
tt7475206,5.9,1720
tt7475540,7.3,1457
tt7475578,6.8,39112
tt7475590,5.8,5391
tt7559180,6.5,2409
tt7559438,7.4,3932
tt7560964,4.6,2322
tt7562112,8.6,36138
tt7562334,5.9,2030
tt7563270,7,5905
tt7564016,7.6,1697
tt7566016,5.3,1024
tt7569576,7,66619
tt7569592,7.4,117854
tt7570990,7.4,2447
tt7571992,6.3,1800
tt7572868,6.9,4859
tt7573024,6.6,2872
tt7573686,7.8,4847
tt7574556,6.1,12486
tt7575046,6.5,2095
tt7575702,4.2,2189
tt7575778,7.1,1384
tt7577814,5.4,1160
tt7664504,7.6,44739
tt7665182,8.2,4226
tt7665476,7.4,1506
tt7666250,7,2397
tt7666724,6.5,1589
tt7667038,3.9,1497
tt7667390,5.5,1032
tt7668518,6.4,37601
tt7668724,4.9,1837
tt7776838,7.2,2418
tt7777196,5.4,3916
tt7777974,7,1330
tt7778560,6.2,1908
tt7778680,6.8,6586
tt7779590,6.5,1452
tt7781432,6.4,16127
tt7781554,7.5,1929
tt7782022,7.3,1906
tt7783966,5.9,1205
tt7784206,2.5,1087
tt7784442,8.1,2791
tt7784604,7.3,447269
tt7785106,6.2,1464
tt7785420,6.3,1194
tt7785866,6.8,1574
tt7853242,7.1,9638
tt7853292,5.9,1329
tt7853636,4.5,1221
tt7856166,5.1,1100
tt7857374,5.6,2729
tt7858472,6.1,1629
tt7858496,3.6,1067
tt7858616,5.4,3396
tt7860890,8.4,2332
tt7861612,7,4457
tt7862330,6.8,10995
tt7863198,6.4,2765
tt7865090,7.3,19145
tt7865138,8,2069
tt7865962,9.2,3614
tt7866098,7.5,2403
tt7866314,9.2,3036
tt7867076,6.9,1228
tt7867360,4.6,4223
tt7867670,5.6,5930
tt7868082,6.3,3116
tt7869070,4.1,13594
tt7869818,7.3,1019
tt7870102,6.5,3075
tt7871054,4.8,3007
tt7871636,4.7,3292
tt7872704,5.5,1129
tt7873348,5.8,9211
tt7874116,6.6,1732
tt7874378,6.2,2150
tt7917178,5.9,12708
tt7919680,7.6,20167
tt7919810,5.4,1423
tt7920024,4.6,1571
tt7920500,8.1,3540
tt7920978,8.9,56137
tt7921248,6.3,6967
tt7923220,5.6,23183
tt7923710,9,14826
tt7923816,7.1,2865
tt7923832,7.3,2363
tt7924812,7.2,2250
tt7925066,6.6,1274
tt7927936,8.8,33937
tt7932896,5.9,3187
tt7935522,6.8,1660
tt7935646,5,1957
tt7935784,7,1272
tt7936510,6.5,1546
tt7936538,5.7,1285
tt7937168,7.2,7801
tt7937254,6,7347
tt7937440,5.6,1112
tt7938054,6.5,1368
tt7938092,7.1,4449
tt7938128,6.2,1260
tt7938336,7.9,2755
tt7938444,5.1,1053
tt7938588,6.1,2035
tt7939218,7.2,5598
tt7939428,4.7,1669
tt7939766,6.5,108534
tt7939768,7.3,6166
tt7939800,7,5719
tt7940468,5.4,1110
tt7941892,8.3,6757
tt7942116,7.4,1013
tt7942736,4.5,2246
tt7942742,5.9,8729
tt7942746,4.7,2998
tt7942774,6.6,3393
tt7942794,6.8,12505
tt7942796,6.3,19098
tt7942804,5.1,1183
tt7942936,5.1,2876
tt7943036,6.2,1317
tt7944094,5.8,1542
tt7944260,6.4,2505
tt7944664,7,6070
tt7945066,7.1,1825
tt7945236,6.3,1919
tt7945440,5.8,22832
tt7945450,6.6,1429
tt7945720,7.3,26115
tt7946216,5.6,2171
tt7946422,6.3,39900
tt7946836,6.4,5429
tt7947470,6.2,1993
tt7947604,6.7,8937
tt7947624,5,1086
tt7948998,7,7865
tt7949200,7.7,1369
tt7949204,6.4,10432
tt7949212,7,6878
tt7949218,7.6,109646
tt7949606,7.3,10550
tt7949624,6.6,2346
tt7950334,5.5,1871
tt7950706,7.2,4798
tt7952000,6,2728
tt7952920,6,1432
tt7953814,8.1,1499
tt7999950,6.9,1149
tt7999996,6.9,2350
tt8000638,7.4,3932
tt8000674,7.6,4173
tt8000718,5.8,8240
tt8000908,5.5,5664
tt8000970,7.2,1549
tt8001036,6.9,2306
tt8001092,7.4,8858
tt8001106,7.8,18991
tt8001136,5.9,3209
tt8001146,6.8,1033
tt8001214,7,2378
tt8001226,5.2,10619
tt8001250,6.3,2951
tt8001346,6.7,12688
tt8001788,7.8,4093
tt8002382,5.9,15103
tt8002604,5.2,3458
tt8004570,5.7,1218
tt8004578,7.8,4254
tt8004628,7.3,2548
tt8004664,5.8,19969
tt8005118,4.4,4821
tt8005176,6.3,2548
tt8005366,5.9,1688
tt8005374,8,10317
tt8005626,7.4,4522
tt8006374,4.7,2216
tt8006426,5.1,2408
tt8006806,6.8,5379
tt8006926,8.1,1645
tt8008948,6.3,42344
tt8009314,5.7,8808
tt8009354,5.9,1239
tt8009428,7.3,161867
tt8009602,6.8,3249
tt8009744,6.8,20381
tt8009906,6,10802
tt8009938,5.4,3897
tt8010064,4,2975
tt8010340,5.8,1061
tt8010342,5.6,1975
tt8010544,6.6,1007
tt8010592,7.7,10812
tt8011276,7.6,9353
tt8011328,4.3,2286
tt8014232,8,1787
tt8015080,5.8,6159
tt8015444,6.7,4986
tt8018008,3.5,3524
tt8019354,8.2,1264
tt8019444,8,8117
tt8019486,6.9,1100
tt8019518,5.5,3416
tt8019694,5.4,2122
tt8019790,6.3,2673
tt8020378,6.5,2108
tt8020896,7.8,9103
tt8021824,6.3,6551
tt8022676,6.4,1807
tt8022928,6.4,14348
tt8023734,6.8,3210
tt8024712,7.3,3519
tt8025296,6,1624
tt8025310,4.9,2230
tt8026448,8.1,11943
tt8026554,7.1,1356
tt8027322,5.6,3996
tt8028150,7.4,1616
tt8028600,3.2,1938
tt8028842,5.5,1252
tt8031422,3.6,5731
tt8032034,4.3,1210
tt8032912,7.5,1816
tt8033244,7,2860
tt8033428,7.4,1547
tt8033592,7.4,6177
tt8033702,6.6,1488
tt8036272,7.4,9143
tt8036976,7.3,8172
tt8038148,7.3,1107
tt8038682,6.8,1233
tt8038720,6.7,3881
tt8039362,6,1689
tt8041006,5.2,5707
tt8041270,5.6,241748
tt8041276,7.2,16253
tt8041658,7.5,2168
tt8041922,3.3,1128
tt8042116,7,6324
tt8042132,6.7,1495
tt8042248,4.2,2097
tt8042292,7.6,8941
tt8042500,6,16344
tt8043092,7.5,2255
tt8043306,7,4314
tt8043434,5.4,1743
tt8043456,7.9,1179
tt8043492,7.3,1351
tt8045468,6.2,8226
tt8045494,6.6,1616
tt8045670,5.3,1494
tt8045690,8,5494
tt8045906,7.2,15457
tt8045936,5.8,3371
tt8095860,7.2,8806
tt8096832,6.2,26331
tt8096846,6.7,1510
tt8097030,6.9,171402
tt8097306,5,8501
tt8098480,2.8,2540
tt8098546,6.7,1507
tt8098548,5.7,1414
tt8098956,6.3,2853
tt8099236,8,2507
tt8101850,8.2,26280
tt8102806,5.5,3798
tt8103070,7.2,41460
tt8103160,5.6,2623
tt8105234,6.8,20896
tt8105958,8.1,2305
tt8106160,6.1,14898
tt8106534,6.1,209630
tt8106568,8.1,1500
tt8106570,6.3,2872
tt8106576,7.6,3266
tt8106596,6.4,3662
tt8107464,4.1,1414
tt8107988,7.8,2871
tt8107992,7.3,1168
tt8108034,6.2,3722
tt8108164,5.6,5049
tt8108186,5.5,2653
tt8108196,5.9,7174
tt8108198,8.2,114655
tt8108200,7.9,13515
tt8108202,7.5,47383
tt8108206,7.5,6330
tt8108208,6.1,3129
tt8108230,6.3,3324
tt8108268,8.1,38798
tt8108274,7.5,38475
tt8109470,4.1,2535
tt8110004,5.8,2150
tt8110232,6.3,68063
tt8110246,5,2975
tt8110330,8.3,137298
tt8110630,7.2,1221
tt8110640,6.2,66614
tt8110652,6.2,88760
tt8111088,8.6,646079
tt8111210,6.6,2786
tt8114980,5.5,43648
tt8115218,6.5,1909
tt8115282,5.6,1203
tt8115320,5.4,1126
tt8115460,6.8,3290
tt8115560,6.6,4084
tt8115582,6.9,1225
tt8115900,6.9,77785
tt8116002,6.8,1574
tt8142044,3.5,1064
tt8143990,6.4,23640
tt8144778,7.2,1429
tt8144834,8.1,21012
tt8144850,6.5,1097
tt8145202,5.2,7839
tt8146754,8.4,10910
tt8146760,7.8,2370
tt8147076,7.2,3225
tt8148018,7.3,3181
tt8149662,6.6,2058
tt8150814,4.9,22212
tt8151874,7.2,42717
tt7668842,2,56692
tt7668870,7.6,190750
tt7669768,6.7,4075
tt7670212,6.7,21600
tt7670568,5.8,5821
tt7671064,6.8,23708
tt7671068,7.1,4173
tt7671070,7.5,23868
tt7671414,3.6,1375
tt7671598,7.6,49342
tt7672068,6.8,5682
tt7675404,8,1603
tt7675422,7.4,1079
tt7675948,7.4,1737
tt7677740,4.5,1009
tt7678620,9.3,45832
tt7679126,5.8,1802
tt7681186,3.8,1104
tt7681824,6.9,4785
tt7681902,8.3,27995
tt7681970,5.4,1842
tt7682204,5.6,1612
tt7682382,6.2,1052
tt7682430,7.5,1644
tt7683762,6.1,1476
tt7813294,3.2,2668
tt7814574,6.8,2525
tt7816386,7.2,1867
tt7816392,5.9,7365
tt7817340,7.9,54985
tt7817348,6.6,2298
tt7817930,7.8,1207
tt7817942,6.6,1201
tt7817966,7.9,3702
tt7818580,6.9,7584
tt7818686,8.4,4692
tt7820846,3.5,2699
tt7820906,7.5,10523
tt7821582,7.1,18416
tt7822320,7.2,1651
tt7822438,8.1,9783
tt7822440,7.6,4172
tt7822758,7.5,3536
tt7823906,3.7,1419
tt7825208,7.1,56792
tt7825514,6.5,2465
tt7826108,7.1,17781
tt7826276,6.7,8120
tt7826376,7.8,89346
tt7827112,7.8,2279
tt7829834,7.8,6589
tt7874712,6.8,1313
tt7875464,6.6,3403
tt7875794,7.3,9863
tt7875948,3.4,2988
tt7876510,7.8,4649
tt7878846,6.2,1584
tt7879442,5.6,2772
tt7879820,7.8,21752
tt7880466,6.2,2380
tt7880766,8,1484
tt7881524,4.4,1725
tt7881542,4.6,1577
tt7881550,7.7,4646
tt7881558,6,1161
tt7882076,7.5,1388
tt7882104,6,1505
tt7882250,5.9,1536
tt7883022,5.1,2626
tt7883774,6.2,1866
tt7884228,5.8,2252
tt7884368,5.3,2294
tt7885428,5.4,1438
tt7885874,7.6,1158
tt7886442,4.5,1663
tt7886614,4.8,1834
tt7886848,1.2,97150
tt7886936,7,8658
tt7888964,7.4,385401
tt7889220,8.1,10713
tt7890244,7.7,1072
tt7890304,8.2,4687
tt7890408,5.6,1172
tt7890550,6,1631
tt7891470,6.6,1150
tt7891844,5.1,2034
tt7892026,8.2,3106
tt7892050,7.2,7425
tt7892066,5.9,4385
tt7894510,5.5,1587
tt7895706,7.1,2586
tt7808370,6.9,1127
tt7808566,6.9,13598
tt7809420,7.1,5071
tt7830014,5.4,1388
tt7830806,5.3,7540
