tconst,averagerating,numvotes
tt13886392,5.8,1534
tt13887082,4.6,1408
tt1380201,5.4,1412
tt13802376,5.4,2266
tt13802576,7.4,29895
tt13804084,6.4,10290
tt13806164,6.2,2459
tt1380784,4,1160
tt1380799,7,1403
tt1381404,6.4,37283
tt1381413,5,1499
tt1381418,5.4,8137
tt13814704,6.5,4162
tt1381505,5.7,9291
tt1381508,4.1,1238
tt13837672,6,21393
tt13839098,7,1905
tt13840536,8.2,1612
tt13841850,6,77154
tt13841874,6.5,1295
tt13842562,7,6089
tt13844126,5.5,1160
tt13845438,6.1,5832
tt13845652,7.5,2861
tt13845660,7.3,3021
tt13845664,7.7,1498
tt13846402,6.9,3606
tt13846414,7.1,2642
tt13846472,6.4,1180
tt13846542,5.1,4062
tt13846546,6.8,1479
tt13847564,7.6,17047
tt13848098,6.6,1167
tt13848804,6.5,3834
tt13848958,5.5,1553
tt1384927,7,3808
tt13849558,6.1,6794
tt13850952,7.3,4158
tt13851804,4.1,10410
tt13851958,7.9,4999
tt13890392,6.6,2320
tt1389072,5.8,136649
tt1389096,6.4,59418
tt1389098,6.2,2098
tt1389127,5.7,23486
tt1389137,7,159397
tt1389139,5.2,8759
tt13892718,6.2,2014
tt13893190,3.3,2819
tt1389371,7.9,11558
tt13899250,4.1,5467
tt13899566,8.2,19164
tt13899570,6.5,5371
tt1390398,6.4,1657
tt1390411,6.9,158030
tt13904644,3.1,3079
tt1390535,5.3,12597
tt1390539,4.9,2017
tt1390543,6.6,1433
tt13906272,8.6,2585
tt1391034,5.1,19464
tt1393020,6.5,4562
tt13930822,5.6,8660
tt13932162,6.2,5225
tt13932304,5.9,2204
tt13932410,6,2282
tt13932598,6.7,1021
tt13932844,5.4,1051
tt13934264,6.5,1716
tt1393742,6.4,6374
tt1393746,7.5,10205
tt13937754,6.6,1225
tt13937912,4.5,2468
tt13938338,7.6,2143
tt13940818,7.2,3886
tt13943462,6.5,1133
tt13943546,7.2,1343
tt1394383,7.1,1276
tt13944138,7.1,4232
tt13944546,5.7,1272
tt13946146,3.4,1145
tt1395025,5.3,8407
tt1395054,7.4,20939
tt13951052,6.7,6179
tt13978306,4.2,14694
tt13978520,4.3,4374
tt13978628,4.2,1055
tt13978658,7,6618
tt13979914,6.6,1033
tt13980362,7.1,7627
tt1398426,7.8,232367
tt13984270,7.2,12282
tt1398428,4.7,7904
tt13984924,6.5,12912
tt13985888,5.6,1007
tt13987620,7,7812
tt13989030,5.3,12588
tt13989310,3.6,1263
tt13990280,5.7,1735
tt1399045,5.5,24556
tt13990468,6.7,8212
tt13990474,5.9,1077
tt1399053,4.9,1861
tt1399103,6.2,452736
tt13991232,8.7,159406
tt13994572,7.4,12963
tt13994872,4.5,4500
tt14060094,4.9,28108
tt14060232,5.3,12622
tt14060708,7.6,3729
tt14061002,4.3,1263
tt14061008,6.1,3708
tt14061838,7.3,5170
tt14063678,7.4,9770
tt14064760,8.5,3512
tt1406662,7,1353
tt14068864,6.3,1157
tt14069590,7.7,23501
tt1407049,4.8,10923
tt1407052,7.6,4806
tt1407061,5.9,16544
tt1407065,4.9,7139
tt1407084,5.6,12944
tt14071150,5.4,1477
tt14071272,4.6,1029
tt14074470,4.2,1119
tt14076044,7.5,2381
tt14077516,6.2,3603
tt14077696,7.1,4039
tt14079218,7.6,1652
tt1407927,7.5,3309
tt14079374,7.7,33313
tt14099334,6.7,28838
tt14099796,6.2,1775
tt1410051,5.8,14107
tt1410063,7.5,58052
tt1410295,3.1,1908
tt14107334,6.4,73135
tt14107554,7.3,62558
tt14107656,5.4,2326
tt14109724,6.1,80430
tt14109994,5.8,1446
tt14111652,6.7,1937
tt14111726,6,2163
tt14111734,6.9,9334
tt14111774,7.3,2585
tt14111834,4.8,3082
tt14112080,4.7,2411
tt1411232,4.3,3630
tt1411238,6.2,254102
tt1411250,6.4,185360
tt1411254,6.9,1358
tt1411276,6.1,2708
tt14113324,7.2,1301
tt14114802,7.2,84972
tt14115912,7.6,4836
tt14115938,7.7,13728
tt1411664,3.4,13443
tt1411697,6.5,572025
tt14117010,5.3,16257
tt1411704,5.4,40128
tt14117360,6.3,2531
tt14118046,5.6,1138
tt14138650,6.6,139233
tt14138656,7.4,1014
tt14140844,6.3,1035
tt14140886,7.5,6522
tt14140954,6.5,2230
tt14141184,7.7,3191
tt14142060,7.6,24348
tt14142772,5.6,1040
tt1414378,6.5,4359
tt1414382,5.8,56561
tt14144308,8.2,1188
tt1414449,4.8,1155
tt14145426,7,14588
tt14145436,4.6,13856
tt14147224,4.6,9036
tt14147550,6.9,1057
tt14149544,6.2,1934
tt14152140,6.7,23179
tt1415228,7,1050
tt14152756,8.1,35437
tt1415283,6.1,39547
tt14153080,7.1,28543
tt14153236,6.9,13139
tt14193896,8,1759
tt14195192,6.2,3317
tt14197038,4.6,1711
tt14199258,6.3,1194
tt1419950,4.9,2467
tt14199590,5.7,7960
tt14201576,6,1612
tt14203572,6.8,8351
tt14205554,7.5,116306
tt14206696,7.6,2030
tt14207678,7.7,1898
tt14208870,7.5,133100
tt14209560,6.2,10689
tt14209618,5.1,28796
tt14209916,5.9,125113
tt1421036,6.6,1735
tt1421046,5.7,1160
tt1421048,6.1,2111
tt1421051,6.3,48361
tt14210720,4.5,1373
tt14210958,6.4,1565
tt14212090,6.6,1305
tt14212744,5.1,1011
tt1421361,6.3,1769
tt14236064,6.5,1199
tt14237398,5,1586
tt1423894,7.3,27332
tt1423922,6.2,1244
tt1423953,7.1,1446
tt1423995,5.4,43957
tt1424003,6.3,7135
tt14240568,5.8,2192
tt14243086,7,1710
tt1424310,6,26020
tt1424381,6.4,260368
tt1424432,8.4,83383
tt14245846,6.7,5619
tt14247286,6.3,4094
tt1425257,6.4,9478
tt14252742,7.2,3343
tt14252964,6.3,6246
tt14253138,5.7,1740
tt14295590,7.3,11102
tt14296268,6.6,2457
tt14298328,6.3,26811
tt14298658,3.8,3204
tt14298980,6.8,2214
tt14300518,7.2,1179
tt1430070,4.8,1192
tt1430077,3.3,1615
tt14300912,7.1,1477
tt14301252,5.4,5133
tt14301316,6.8,1458
tt1430132,6.7,520896
tt14302056,6.8,1613
tt14303882,6.2,2135
tt14305564,6.1,1053
tt1430607,7.1,73322
tt1430612,5.6,45571
tt1430615,6.5,21197
tt1430626,6.7,53942
tt14307470,6.7,2330
tt14307536,6.8,4869
tt14308636,7.1,16740
tt14309446,5.1,44880
tt1431045,8,1240335
tt1431065,6.6,2137
tt1431122,4.6,3389
tt1431181,7.4,32061
tt14311930,7.9,1093
tt14312358,5.8,1300
tt14315500,3.8,5927
tt14315542,6.5,7200
tt14336174,6.3,2910
tt1433810,7,14252
tt1433811,7.5,79917
tt1433813,7.6,4647
tt1433822,4.1,21148
tt14339846,5.6,9996
tt14344266,8.4,7200
tt1434435,6.2,19328
tt1434443,7.1,5608
tt14344992,5.2,1090
tt14346954,7.1,1061
tt14349032,6,16355
tt14350234,7.4,1485
tt14351082,7.3,9794
tt14351748,6.4,5901
tt14354984,6.7,3188
tt1435513,6.7,34050
tt14355860,6.6,1271
tt1441912,7.3,37766
tt14419140,8.4,4820
tt1441940,7.2,15713
tt1441951,6.8,22135
tt1441952,6.8,68799
tt1441953,7.2,31723
tt1441956,6.4,3406
tt14420552,7.9,10632
tt1442065,7.7,19803
tt1442109,7.5,15967
tt1442449,8.4,293407
tt1442553,5.8,3965
tt1442571,6.3,8739
tt1442578,7.2,1332
tt14425968,3.6,1831
tt14428598,7.2,8445
tt14428606,7.1,4402
tt14430410,7,1556
tt13887128,6.9,1096
tt13887556,7.5,2357
tt1388903,6.5,1016
tt13889602,5,3181
tt13890060,2.8,1897
tt14039582,7.5,75499
tt14039616,5.1,1133
tt14039678,6.6,1342
tt14039792,8.1,1204
tt1403981,7.1,162312
tt1403988,5,12815
tt14040054,6.4,1255
tt14040910,6.6,2075
tt14041896,5.7,8781
tt14042066,4.9,21471
tt14043966,5.2,7935
tt14044212,7,53683
tt14044924,6.5,1388
tt14045080,6.7,2212
tt14045562,6.5,1179
tt14045614,2.6,1733
tt14046022,4.1,1058
tt1404830,5.2,1926
tt14050808,6.7,1663
tt14050960,8.4,1963
tt14051976,4.3,1185
tt14053010,6.1,1150
tt1405354,5.7,2073
tt1405365,6.6,35026
tt1405500,6.3,8516
tt14055432,8.1,4865
tt14056466,4.9,13906
tt14056670,6.7,2687
tt14057360,6.6,3779
tt14057604,4.4,1954
tt1405810,7.2,14007
tt14058484,6.8,5842
tt14058850,6.5,1320
tt1407972,6.6,6276
tt1408101,7.7,508694
tt14081634,6.7,2580
tt1408253,6.1,128793
tt14084828,4.7,1870
tt14086344,7.5,2095
tt14087490,7.4,1251
tt14088510,4.8,37162
tt14088994,6.3,1960
tt1409004,5.7,6651
tt1409008,7.5,2692
tt1409024,6.8,408996
tt14090476,8.9,3091
tt14091152,7.4,2298
tt14091818,6.7,7169
tt14094206,7.8,3272
tt14097144,6,6230
tt14097180,6.8,6341
tt14097206,6.8,7040
tt14097376,7.2,2497
tt14174168,3.9,3543
tt14174940,4.7,29360
tt1417582,6.7,1189
tt1417592,8.2,8424
tt14176094,8.1,2245
tt14176542,6.7,16324
tt14178824,6.1,2883
tt14178956,7,1253
tt14179942,7.7,5372
tt14181816,6.2,10415
tt14181914,6.9,5398
tt14182442,5.5,1622
tt14182646,7.3,8525
tt14183052,7.2,5963
tt14183118,5.4,1115
tt14183290,5.8,1023
tt14183410,7.2,5400
tt1418377,5.1,85978
tt1418646,7,9163
tt14186672,8.2,95692
tt14186876,6.4,5665
tt1418712,4.9,5952
tt1418754,6.5,8860
tt1418760,6.3,1808
tt14187728,6.9,1239
tt14188930,7.9,6364
tt14189076,6.5,4671
tt14190592,7.3,12564
tt14192040,5.8,2470
tt14192428,5.7,3858
tt14192504,7.6,32027
tt14270848,5.5,2969
tt14271498,6.8,17337
tt14271652,7.6,12913
tt14271890,7.1,3305
tt14272584,7.8,1744
tt14272628,7.1,4038
tt1427298,4.9,11233
tt14273790,5.9,17719
tt14275050,6.7,1890
tt14275690,8.5,1146
tt14277840,3.3,1118
tt14278088,4.6,1069
tt14278524,5,1196
tt14278792,3.7,1194
tt14279982,7.2,11693
tt14280066,6.6,3943
tt14280366,6.3,1467
tt1428453,6.2,1208
tt1428459,5.7,4290
tt1428538,6.1,225693
tt14292086,3.7,3407
tt14263818,7.7,1297
tt14263856,4.7,11051
tt14264694,4.2,1103
tt14264844,7.8,2507
tt14265992,3.9,2406
tt14266534,2.6,1069
tt14267154,4.1,2423
tt14269590,7.8,66864
tt14270702,5.8,8919
tt14315566,5.1,1546
tt14315584,6.8,4950
tt14315756,6.2,21748
tt14317880,6.3,5556
tt14318270,6.8,1011
tt14318430,5.6,5112
tt14319068,5.6,1062
tt14319674,7.2,1357
tt14321632,6.8,3148
tt14321668,7.2,5432
tt14321914,7.4,8074
tt14324296,6.7,2640
tt14324650,7.3,22459
tt14324896,6.2,1178
tt14325028,3.1,1848
tt14325118,3.9,1351
tt14330236,4.8,2626
tt14330440,7.2,1296
tt14330672,7.7,1645
tt1433108,6.4,116701
tt14331144,7.8,58705
tt1433207,6.1,10238
tt1436034,5.1,1432
tt1436045,7.5,71318
tt14361314,5.7,1098
tt14362112,6,19597
tt14362156,7.2,1742
tt14362262,8,6908
tt1436372,4,1671
tt14364480,7.4,196782
tt14364876,7,8755
tt1436559,4.8,9728
tt1436562,6.9,269760
tt1436568,6.1,19096
tt1436572,5.5,2786
tt14365790,4,1467
tt14367168,7.5,6545
tt14368638,7.5,2767
tt14369056,5.9,6198
tt14369276,6.5,4429
tt14369286,5.1,2888
tt14369296,4.9,2804
tt14369780,6.6,27089
tt14369952,7.7,1451
tt14371376,7.4,1210
tt14371426,6.2,1057
tt14371860,5.9,19949
tt14371878,5.6,51882
tt14371900,7.5,1025
tt14371926,6.7,11671
tt14372240,8.2,5634
tt1437357,6.5,5996
tt1437358,7.2,49541
tt1437361,6,3039
tt1437366,7,4564
tt14375666,3.8,1283
tt14375756,5.6,1068
tt14376166,6.2,1074
tt14376190,7.4,5008
tt14376344,7.3,30777
tt14376958,7.9,1127
tt14377480,7.1,1020
tt14402146,6.7,27022
tt14402214,8.1,2043
tt14402316,6.2,2820
tt1440232,7.1,28186
tt1440266,7.6,16630
tt1440292,7.3,100427
tt14402926,7.2,19069
tt14403178,8,159313
tt1440345,6.7,38440
tt14403504,6.6,35464
tt14403632,3.5,4463
tt1440379,5.4,2519
tt14404174,6.2,1372
tt14404280,5.5,4205
tt14404596,5.8,3808
tt14404618,6.8,9349
tt14405280,6.7,1974
tt14405338,5.6,7833
tt1440728,6.3,106254
tt1440732,5.4,19830
tt14407336,6.5,11743
tt14407884,4.4,6256
tt14408016,6.4,1907
tt14408130,6.9,1072
tt1441105,7.1,1881
tt14411774,3.5,2102
tt14411808,6.6,3309
tt14411816,6.8,3194
tt14412362,6.7,4694
tt14412366,3.5,5459
tt14412446,6,8189
tt14412928,3.8,1054
tt14413018,8,1011
tt1441326,6.8,58350
tt1441373,6.3,3884
tt1441395,6.3,169124
tt14415204,5.4,18395
tt14416430,6,11832
tt14417144,7.1,1340
tt14417718,7.7,42675
tt14418234,7.6,10102
tt1446147,5.5,5893
tt14461690,4.7,2918
tt1446192,7.2,207627
tt1446208,6.9,1224
tt14462452,4.8,2901
tt14463484,5.5,24556
tt14463514,5.7,3419
tt14463542,6.8,3978
tt14463552,5.9,3426
tt14463608,6.2,1799
tt14464962,3.3,1554
tt14465196,7.3,1012
tt14465706,6.3,7053
tt14465708,6.1,1105
tt14465894,5.8,5958
tt14466018,8.2,21359
tt14466190,6.5,3443
tt14466284,7,4994
tt14466294,5.7,1946
tt14466338,6.8,4582
tt14466362,6.3,2303
tt14466446,6.4,1107
tt1446695,5.8,1147
tt1446714,7,691823
tt14471602,5.8,2271
tt14472156,5,6317
tt14473896,7.3,3594
tt14474588,6.5,2304
tt1447479,6,2517
tt1447499,6.5,1145
tt1447508,7.4,13123
tt14475988,7.7,1353
tt14476236,7,2874
tt14476244,6.8,1912
tt14477372,6.9,1845
tt1447793,5.8,6105
tt14478162,5.2,1065
tt14479078,8,14956
tt14479480,7.2,5528
tt1447972,5.8,11906
tt14479746,6.1,8313
tt1447981,5.1,4054
tt14521436,6.7,1208
tt14521600,8.4,1217
tt1452297,6.8,1080
tt14524712,8.1,39876
tt14524842,7.2,1331
tt1452626,6.7,1601
tt1452628,4.9,28222
tt14526318,7.4,8541
tt14527610,7.2,5394
tt14527620,8,1575
tt14527626,7,9816
tt14527650,6.9,1381
tt14527836,6.7,5914
tt1453159,8,35157
tt14531774,6.9,4408
tt14531842,7.7,20271
tt14532380,5.5,1234
tt1453245,5.1,5321
tt14533598,7.6,1154
tt14533970,8.5,15716
tt1453403,4,1088
tt1453405,7.2,420314
tt1453409,3.2,2352
tt14534796,6.4,4229
tt14536120,7.1,6479
tt14537248,6.4,38141
tt14538210,6.7,3020
tt14538850,4,2141
tt14539318,4.3,6188
tt14539726,7.7,3509
tt14539740,6,132131
tt14539744,6.9,7096
tt1458169,5.9,40870
tt1458175,7.3,214485
tt14582876,7.5,13385
tt14584186,5.6,2280
tt14584284,5.4,2122
tt14584394,8,2597
tt14584532,6.2,1858
tt14586118,7.2,3962
tt14586176,5.6,1210
tt14586350,7.5,48584
tt14586544,7.3,9864
tt14587212,7.5,1123
tt14588158,6.8,1072
tt14588522,7.5,1859
tt1458902,3.8,1402
tt1458915,4.7,6237
tt14589904,5.7,3500
tt14589916,6.4,1948
tt1459012,6.5,5801
tt1459013,4.3,3152
tt14590210,6.6,1090
tt14591594,5.4,1395
tt14592044,5.6,2875
tt14592064,6,23992
tt14592948,6.5,15833
tt14592998,5.6,1770
tt14596212,6.3,7148
tt14596320,5.2,6769
tt14596414,7.9,3569
tt14596486,7.3,1138
tt14596630,8.1,3305
tt14597294,6.5,1035
tt14638208,7.1,1572
tt14640242,6.2,5334
tt14641098,7.6,3756
tt14641542,7.7,19154
tt14641648,7.5,5766
tt1464174,4.5,31123
tt14641788,6.8,116718
tt1464191,6.2,3402
tt14642342,7.6,2964
tt14642626,6,24061
tt1464335,6.3,295396
tt14644726,7.1,1091
tt1464535,5.1,4971
tt1464539,4.8,3583
tt1464540,6.1,252165
tt1464580,6.4,45627
tt1464606,5.3,1095
tt14647404,6,8232
tt1464763,5.5,39434
tt14650054,6.5,10068
tt14650074,8.8,125405
tt14650250,7.8,2023
tt1465478,4.9,2788
tt1465487,6.7,28382
tt1465505,6.3,6378
tt1465519,4.6,1795
tt1465522,7.5,207447
tt1465533,5.9,11166
tt14656632,3.7,4924
tt1470022,4.5,1086
tt1470023,5.6,49745
tt1470024,6.9,5157
tt14700948,5.9,4824
tt1470827,6.3,101474
tt14708510,7,2741
tt1470860,7.2,1297
tt1471156,3.5,1039
tt14714980,5.2,15899
tt14715170,5.3,33715
tt14715848,6.7,1557
tt14716932,6.1,1128
tt14719276,3.3,3467
tt14719590,7.1,1461
tt14719838,7.8,2064
tt14739128,7.6,1030
tt1474684,8.4,162666
tt14746934,7.7,1506
tt14748152,6.4,1223
tt1474889,5.1,1805
tt14750070,7.4,1025
tt14753612,7.7,18083
tt14753620,8.1,3786
tt1475400,5.8,2006
tt14755038,7.1,4244
tt1475582,9,1078224
tt14757296,6.2,1567
tt14757872,6.5,10168
tt14805128,6.2,1611
tt1480656,5.1,51943
tt1480658,5.7,1568
tt1480669,7.7,1882
tt14807000,5,1126
tt14807078,6.9,1032
tt14807348,6.4,8139
tt14808764,4.3,1344
tt14809392,7.1,1814
tt14810626,6.7,2543
tt14810692,7,8378
tt14812496,6.6,2915
tt14812782,7.2,8537
tt14813150,4.8,4080
tt14813212,4.5,12716
tt14813966,5.7,5778
tt14813972,8.7,2249
tt14814006,6.7,3220
tt1429313,6.5,1576
tt1429392,5.9,3144
tt1429429,5.8,1869
tt1429449,7.6,34537
tt14379088,6.1,3776
tt14379784,7.6,32644
tt1438173,5.2,20965
tt1438176,6.4,119143
tt1438216,7.1,6168
tt1438251,4.8,1517
tt1438254,6.4,66300
tt1438298,7.4,20713
tt14383680,7.8,2484
tt14384176,5.6,1235
tt1438534,4.8,6624
tt1438535,5.7,3063
tt14388612,4,2690
tt14390970,8.1,2094
tt14391226,5.1,1479
tt14392248,9.1,317485
tt14394620,4.7,2948
tt1439572,7,66781
tt14396056,6.5,3472
tt14396202,7.1,1206
tt14397058,6.6,1242
tt1439741,7.7,19379
tt14398312,3.8,2837
tt14398454,5.9,3000
tt14398500,5.7,1722
tt14400246,5.3,28531
tt14400866,6.8,2907
tt1440129,5.8,267939
tt14401604,6.3,2032
tt1440161,6.3,30607
tt1440180,6.6,3159
tt14402042,6.4,1465
tt1444252,3.6,1330
tt14443888,5.4,4387
tt14444726,7.4,108465
tt14433246,3.3,1543
tt14438348,4.5,1755
tt14438964,6.8,12539
tt14439178,7.1,1584
tt14439896,6.5,35613
tt14440068,7.6,4646
tt14482296,7.8,2259
tt14482374,6.1,1392
tt14482414,5.2,30110
tt14483774,6.4,4504
tt14485026,6.4,1557
tt14485734,7.5,6415
tt14486678,5.4,7041
tt14486722,6.7,5047
tt14486948,6.7,9281
tt1448754,6.2,79171
tt1448755,6.4,140428
tt1448762,4.3,2762
tt14488772,7.1,2390
tt14489308,4.9,1890
tt14490546,7.3,1626
tt14490618,4.7,3102
tt14490706,6.5,22418
tt14491228,5.3,3188
tt14491898,7.2,1233
tt1449283,7.1,30505
tt14492910,7,3099
tt1449379,4.5,1365
tt14494586,6.5,1622
tt14494938,5.7,6045
tt14500082,5.7,28699
tt14500264,6.1,1414
tt14500584,7.2,10501
tt14502344,4,13648
tt14502728,6.5,9261
tt14502758,7.4,10603
tt1450320,6.6,1024
tt1450321,7,121558
tt1450328,6.6,1119
tt1450330,6,1349
tt14504294,6.2,1191
tt14505430,7,4427
tt14506186,6.6,1058
tt14506528,6.2,10544
tt14507354,6.9,7491
tt14509110,6.2,78111
tt14509130,6.7,13070
tt14509156,5.8,1191
tt14509240,6.5,1442
tt14512538,7.7,11247
tt14512938,8.2,2473
tt14513804,5.6,176584
tt1451387,7.4,5997
tt1451423,5.9,4288
tt14515452,8.6,1863
tt14515572,4.6,1530
tt14516188,2.2,1118
tt1451762,6.5,2742
tt1451797,6.9,2795
tt14518136,7.1,1310
tt14518284,7,13100
tt14518430,7.8,1647
tt14518610,7.2,2739
tt14518692,7.3,5948
tt14518756,8.3,27885
tt1456060,6.8,9837
tt14561712,7.3,21006
tt14564000,5.4,25119
tt1456472,6.7,15272
tt1456477,7.2,1396
tt14565414,4.1,2201
tt1456606,5.2,2381
tt1456635,6.8,93778
tt1456660,7.3,2981
tt1456661,6.2,11415
tt1456941,6.1,32679
tt14569490,4.3,1074
tt14570440,7.8,7516
tt14572344,9,2881
tt14574154,6.8,1094
tt14575898,6.7,1493
tt14577300,3.3,6168
tt14577304,3,1908
tt1457765,5.3,19073
tt1457766,4.5,2784
tt1457767,7.5,615232
tt14577742,7.7,1725
tt14577874,6.6,49720
tt14578032,4.4,2143
tt14578410,5,1738
tt14579330,7.5,4948
tt14598598,6.9,3420
tt14598638,4.8,2129
tt14598754,7.3,8859
tt14599306,5.9,1002
tt14599438,8,12280
tt14599622,8.6,2034
tt14599888,7.5,1517
tt14599938,6.6,3971
tt14603848,6.9,1973
tt14604100,5.2,1764
tt14605426,6.7,1875
tt14605648,5.3,1822
tt14606120,6.5,1343
tt1460643,3,1093
tt14606600,6.1,1307
tt1460743,6.8,9493
tt14609428,8,8251
tt1461238,7.9,1579
tt1461249,5.3,1222
tt1461307,4.8,1328
tt14614892,7.1,18359
tt14617098,6.9,1199
tt14617254,4.2,1882
tt1466054,7.2,2602
tt1466072,7.1,1290
tt14661252,4.4,1156
tt14661396,7.6,74290
tt14664414,8.2,50651
tt14666592,7.5,3492
tt14668192,7.4,2675
tt14668224,3,2245
tt14668630,6.1,17866
tt14669850,7,1871
tt14670094,5.1,2236
tt14670198,6.9,1892
tt14670276,7.6,2057
tt1467061,6.3,1089
tt14671640,7.2,6889
tt14671678,7.5,15333
tt14671790,6.2,2218
tt1467273,7,5631
tt14672882,4.5,1425
tt14673560,6.3,4640
tt1467388,6.5,4049
tt14674086,8.3,24756
tt14675560,6.8,3251
tt14675860,7.3,8754
tt14676004,7.2,2288
tt14676562,6.5,1449
tt14677850,7.9,1127
tt14721554,7.7,1670
tt14721926,7.7,1205
tt1472195,4.7,1975
tt14722598,4.7,1192
tt14723224,1.5,40884
tt1472584,4.6,21500
tt14726510,4.8,2180
tt14728056,7.2,4942
tt14728854,5.9,1880
tt14729020,5.6,6923
tt14729094,7.3,1555
tt14729118,7.8,2577
tt1473063,7,4409
tt1473074,6.1,3922
tt14730768,8,2480
tt14731142,5.6,8914
tt14731254,7.6,16190
tt14731794,7.1,1352
tt14733466,6.9,4562
tt1473352,5.9,1092
tt1473357,5.9,2841
tt1473397,5.3,3770
tt14734228,7.2,3171
tt14734548,9.2,5551
tt14734578,6.7,1204
tt14735160,5.4,1284
tt14735382,6.6,2094
tt14736734,5.2,1278
tt1473832,6.4,90672
tt14759062,6.5,1096
tt14759406,7.1,4654
tt14759574,7.3,14846
tt14761860,6.5,9334
tt1476425,7.1,18067
tt14764464,5.7,16858
tt14766956,6.5,3714
tt14770620,5.5,3369
tt1477076,5.5,117485
tt1477109,6,6729
tt1477171,6.7,1086
tt1477185,3.5,1147
tt14772014,5.1,2174
tt14772170,6.9,5397
tt14773478,6.1,2423
tt14773642,5.1,1601
tt14773750,4.9,1338
tt14774434,6.9,1519
tt14775666,6.6,2001
tt14775748,7.1,1615
tt14775784,7.5,8646
tt14776918,7,1628
tt1477834,6.8,549316
tt1477835,5.3,1774
tt1477837,6.3,40889
tt1477855,5.9,12682
tt14779088,8.4,1053
tt14779470,6.7,1119
tt14779804,7.2,1980
tt14780126,6.9,2419
tt14780214,6.5,1607
tt14827150,4.7,2977
tt14827638,5.1,11037
tt14828040,5.4,3575
tt14829590,7.1,9561
tt1482989,6.4,2017
tt1483013,7,582576
tt1483020,6.6,1134
tt14830582,4.4,1276
tt14831708,6.8,2289
tt14832124,7.2,4580
tt14832996,7.4,12389
tt1483324,6.5,9624
tt14833464,5.7,12766
tt14833612,7.5,23457
tt14833702,6.4,1300
tt14834542,7.1,2591
tt1483753,6.9,5154
tt14837532,8,2065
tt1483756,5.3,2930
tt14837566,7,4130
tt14837960,5.5,1247
tt1483821,3.8,2059
tt1484521,4,1146
tt1484522,7.1,1297
tt14845950,3.3,1212
tt14846026,6.9,115169
tt14867006,5.6,16830
tt14867276,8.7,8629
tt1486834,6.8,84115
tt1486843,7.4,1169
tt14868676,3.1,1224
tt14870640,4,1116
tt1487118,6.3,27795
tt14872196,6.3,1227
tt14872986,8.1,2935
tt14873054,5.1,3735
tt14874302,5.6,1781
tt14875116,7,7628
tt14875820,2.4,2067
tt14877120,7.8,1055
tt14878948,1.3,20742
tt14879018,7.3,22772
tt1487931,5.7,6851
tt14880258,5,2042
tt14880612,6.9,1774
tt1488164,5.3,1068
tt14881696,6.5,2433
tt1488181,5.7,7985
tt14883538,7.5,1479
tt1488555,6.3,203749
tt1488589,7.6,142466
tt1488594,6.5,1971
tt1488598,4.1,2943
tt1488606,6.5,159702
tt14887068,8.5,9371
tt14888860,8.4,4862
tt14888874,8.7,18388
tt14935038,4.9,1478
tt14935892,6.4,2782
tt14935960,6.8,2543
tt14935966,6.3,3676
tt14936146,8,2824
tt1493815,5,1200
tt1493828,4.7,1212
tt1493842,5.4,13749
tt1493923,7.8,5151
tt14941222,6.3,1303
tt14941698,6,2468
tt1494191,8.6,10069
tt14946978,5.8,2890
tt1494829,7.3,1523
tt14948432,6.2,157652
tt14950036,8.1,2884
tt14950412,4.4,2209
tt14951396,7.2,1111
tt14954498,6,17654
tt14954534,6.5,4504
tt14954666,4.4,115762
tt14956090,5.9,1034
tt1495708,7.3,33355
tt14958172,7.1,1130
tt1495950,7.8,2528
tt14959710,6.4,2300
tt1496005,6.5,4817
tt1498569,6.7,18711
tt1498574,6.2,1056
tt14986012,6.8,5012
tt14986224,8.1,3678
tt14986406,9,72682
tt14987274,7.5,2442
tt1498858,7.5,2879
tt1498878,6.5,4024
tt14445134,5.5,1242
tt14445892,6.8,1240
tt14446588,1.1,1689
tt14449392,5.1,3821
tt14449470,6.6,8992
tt14450630,7.3,1224
tt1445203,7.5,4084
tt1445208,6.3,1179
tt14452152,5.7,1332
tt14452174,7.8,3873
tt14452228,7.3,12231
tt14452368,7.6,1826
tt14452776,8.5,303259
tt14454876,6,14955
tt1445520,7.1,6535
tt14456350,6.4,15108
tt14456590,9,1145
tt14456760,6.1,1007
tt14458442,6.5,20076
tt14459724,6.5,1249
tt14460684,7.5,6666
tt1446072,4.7,7305
tt1454029,8.1,524616
tt14540892,6.8,2756
tt14542254,6.7,7990
tt14542504,6.5,1816
tt14544190,8.2,7167
tt14544328,5.4,1619
tt14544678,6,2271
tt1454468,7.7,894692
tt14544732,7.6,2068
tt1454505,6.8,6859
tt1454523,6.9,5211
tt1454603,6.1,1150
tt14547524,5.7,2101
tt1454910,6.7,1822
tt14549270,5.5,4496
tt14549466,5.8,46370
tt14549558,5.6,1117
tt14549712,6.2,1532
tt14549716,6.1,4353
tt14550346,6.4,4342
tt14550642,5.3,9126
tt1455151,7.2,7919
tt14554338,7.8,3335
tt14555174,3.3,1886
tt14556184,4.4,1103
tt14556544,2.5,3665
tt14557188,6.2,12886
tt14557302,6.4,2170
tt1455810,6.6,2220
tt14558102,5.4,1084
tt1455811,6.2,15404
tt1455816,4.5,2538
tt1462014,7.4,1964
tt14620236,6,1272
tt1462041,6,71030
tt1462054,6.2,5562
tt1462059,7.1,96500
tt14622682,5.5,1147
tt14622802,5.5,1603
